sentence_style;sentence_id;x_nom_sg;x_group;x_gender;x_idx;x_stereotypical;x_level;y_nom_sg;y_group;y_gender;y_idx;y_stereotypical;y_level;adjective;modified;name;name_gender;text;es;fr;it;ar;ru;uk;he;alignment_es;alignment_fr;alignment_it;alignment_ar;alignment_ru;alignment_uk;alignment_he;x_phrase_indices;x_phrase_es;x_phrase_fr;x_phrase_it;x_phrase_ar;x_phrase_ru;x_phrase_uk;x_phrase_he;x_gender_es;x_votes_es;x_gender_fr;x_votes_fr;x_gender_it;x_votes_it;x_gender_ar;x_votes_ar;x_gender_ru;x_votes_ru;x_gender_uk;x_votes_uk;x_gender_he;x_votes_he
6;45;Imker;112;MASCULINE;3;;Fachkraefte;none;none;none;none;none;none;none;none;Luca;MASCULINE;Luca wurde kürzlich Imker.;Luca se convirtió recientemente en apicultor.;Luca est récemment devenu apiculteur.;Luca è diventato apicoltore di recente.;لوكاس أصبح مؤخرًا نحّالًا.;Лука недавно стал пчеловодом.;Лука нещодавно став пасічником.;לוקה הפך לאחרונה לדבוראי.;0-0 1-1 2-3 3-5;0-0 1-1 2-2 3-4;0-0 1-2 2-5 3-3 3-5;0-0 1-1 2-2 3-3;0-0 1-2 2-1 3-3;0-0 1-2 2-1 3-3;0-0 1-1 2-2 3-3;[2, 3];recientemente apicultor.;récemment apiculteur.;apicoltore recente.;مؤخرًا نحّالًا.;недавно пчеловодом.;нещодавно пасічником.;לאחרונה לדבוראי.;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
6;45;Imker;112;MASCULINE;3;;Fachkraefte;none;none;none;none;none;none;none;none;Janne;n;Janne wurde kürzlich Imker.;Janne se convirtió recientemente en apicultor.;Janne est récemment devenue apicultrice.;Janne è diventato apicoltore di recente.;أصبحت جانّ مؤخرًا نحّالة.;Янне недавно стала пчеловодом.;Янне нещодавно став бджолярем.;ג'נה הפכה לאחרונה לדבוראית.;0-0 1-1 2-2 2-3 3-5;0-0 1-1 2-2 2-3 3-4;0-0 1-2 2-4 2-5 3-3 3-5;0-1 1-0 2-2 3-3;0-0 1-2 2-1 3-0 3-3;0-0 1-2 2-1 3-3;0-0 1-1 2-0 2-2 3-3;[2, 3];convirtió recientemente apicultor.;récemment devenue apicultrice.;apicoltore di recente.;مؤخرًا نحّالة.;Янне недавно пчеловодом.;нещодавно бджолярем.;ג'נה לאחרונה לדבוראית.;MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
6;45;Imkerin;112;FEMININE;3;;Fachkraefte;none;none;none;none;none;none;none;none;Janne;n;Janne wurde kürzlich Imkerin.;Janne se convirtió recientemente en apicultora.;Janne est récemment devenue apicultrice.;Janne è diventata recentemente un'apicoltrice.;جان أصبحت مؤخرًا نحّالة.;Янне недавно стала пчеловодом.;Янне нещодавно стала бджоляркою.;ג'נה הפכה לאחרונה לדבוראית.;0-0 1-1 2-2 2-3 3-5;0-0 1-1 2-2 3-4;0-0 1-2 2-3 2-4 3-4;0-0 1-1 2-2 3-3;0-0 1-2 2-1 3-0 3-3;0-0 1-2 2-1 3-3;0-0 1-1 2-0 2-2 3-3;[2, 3];convirtió recientemente apicultora.;récemment apicultrice.;recentemente un'apicoltrice.;مؤخرًا نحّالة.;Янне недавно пчеловодом.;нещодавно бджоляркою.;ג'נה לאחרונה לדבוראית.;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
6;45;Imkerin;112;FEMININE;3;;Fachkraefte;none;none;none;none;none;none;none;none;Mia;FEMININE;Mia wurde kürzlich Imkerin.;Mia se convirtió recientemente en apicultora.;Mia est récemment devenue apicultrice.;Mia è diventata apicoltrice di recente.;ميا أصبحت مؤخرًا نحّالة.;Миа недавно стала пчеловодом.;Мія нещодавно стала бджолярем.;מיה הפכה לאחרונה לדבוראית.;0-0 1-2 2-1 2-3 3-5;0-0 1-1 2-2 3-4;0-0 1-2 2-2 3-3 3-5;0-0 1-1 2-2 3-0 3-3;0-0 1-2 2-1 3-3;0-0 1-2 2-1 3-3;0-0 1-1 2-2 3-3;[2, 3];se recientemente apicultora.;récemment apicultrice.;diventata apicoltrice recente.;ميا مؤخرًا نحّالة.;недавно пчеловодом.;нещодавно бджолярем.;לאחרונה לדבוראית.;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
5;39;Kutscher;113;MASCULINE;1;;Fachkraefte;Partner;romantic;MASCULINE;4;;none;none;none;none;none;Der Kutscher liebt seinen Partner.;El cochero ama a su compañero.;Le cocher aime son partenaire.;Il cocchiere ama il suo partner.;يحب السائق شريكه.;Кучер любит своего партнёра.;Кучер любить свого партнера.;העגלון אוהב את בן זוגו.;0-0 1-1 2-2 2-3 3-4 4-5;0-0 1-1 2-2 3-3 4-4;0-0 1-1 2-2 2-3 3-4 4-5;0-1 1-1 2-0 3-2 4-2;0-0 1-0 1-3 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3 4-4;[0, 1];El cochero;Le cocher;Il cocchiere;السائق;Кучер партнёра.;Кучер;העגלון;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
5;39;Kutscher;113;MASCULINE;1;;Fachkraefte;Partnerin;romantic;FEMININE;4;;none;none;none;none;none;Der Kutscher liebt seine Partnerin.;El cochero ama a su pareja.;Le cocher aime sa partenaire.;Il cocchiere ama la sua compagna.;السائق يحب شريكته.;Кучер любит свою партнёршу.;Візник любить свою партнерку.;העגלון אוהב את בת זוגו.;0-0 1-1 2-2 3-4 4-3 4-5;0-0 1-1 2-2 3-3 4-4;0-0 1-1 2-2 3-4 4-5;0-0 1-0 2-1 4-2;0-0 1-0 2-1 3-2 4-3;0-0 1-0 1-1 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3 4-4;[0, 1];El cochero;Le cocher;Il cocchiere;السائق;Кучер;Візник любить;העגלון;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
5;39;Kutscherin;113;FEMININE;1;;Fachkraefte;Partner;romantic;MASCULINE;4;;none;none;none;none;none;Die Kutscherin liebt ihren Partner.;La cochera ama a su pareja.;La cocher aime son partenaire.;La cocchiera ama il suo partner.;تحب السائقة شريكها.;Возница любит своего партнёра.;Візниця любить свого партнера.;העגלונית אוהבת את בן זוגה.;0-0 1-0 1-1 2-2 3-4 4-5;0-0 1-1 1-4 2-2 3-3 4-4;0-0 1-1 2-2 2-3 3-4 4-5;0-1 1-1 2-0 3-2 4-2;0-0 1-0 2-1 3-2 4-3;0-0 1-0 1-3 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-4;[0, 1];La cochera;La cocher partenaire.;La cocchiera;السائقة;Возница;Візниця партнера.;העגלונית;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE']
5;39;Kutscherin;113;FEMININE;1;;Fachkraefte;Partnerin;romantic;FEMININE;4;;none;none;none;none;none;Die Kutscherin liebt ihre Partnerin.;La conductora de carruaje ama a su pareja.;La cocher aime sa partenaire.;La vetturina ama la sua compagna.;تحب السائقة شريكتها.;Кучерка любит свою партнершу.;Візниця любить свою партнерку.;העגלונית אוהבת את בת זוגה.;0-0 1-1 2-4 3-6 4-5 4-7;0-0 1-1 2-2 3-3 4-4;0-0 1-1 2-2 3-4 4-5;0-1 1-1 2-0 4-2;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3 4-4;[0, 1];La conductora;La cocher;La vetturina;السائقة;Кучерка;Візниця;העגלונית;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
6;48;Kutscher;113;MASCULINE;5;;Fachkraefte;none;none;none;none;none;none;none;none;Elias;MASCULINE;Seit Jahren arbeitet Elias als Kutscher.;Desde hace años, Elías trabaja como cochero.;Depuis des années, Elias travaille comme cocher.;Da anni Elias lavora come cocchiere.;منذ سنوات يعمل إلياس كعربجي.;Еlias уже много лет работает кучером.;Протягом багатьох років Еліас працює візником.;לאליאס כבר שנים עובד כעגלון.;0-0 1-1 1-2 2-2 2-4 3-3 4-5 5-6;0-0 1-1 1-2 2-2 2-4 3-3 4-5 5-6;0-0 1-1 2-3 3-2 4-4 5-5;0-0 1-1 2-2 3-3 4-4 5-4;0-2 1-3 2-4 4-4 5-5;0-1 1-2 2-4 3-3 4-4 5-5;0-1 1-2 2-3 3-0 4-4 5-4;[4, 5];como cochero.;comme cocher.;come cocchiere.;كعربجي.;работает кучером.;працює візником.;כעגלון.;MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
6;48;Kutscher;113;MASCULINE;5;;Fachkraefte;none;none;none;none;none;none;none;none;Kayra;n;Seit Jahren arbeitet Kayra als Kutscher.;Desde hace años, Kayra trabaja como cochero.;Depuis des années, Kayra travaille comme cocher.;Kayra lavora come cocchiere da anni.;منذ سنوات يعمل كايرا كسائق عربة.;Уже несколько лет Кайра работает извозчиком.;Протягом багатьох років Кайра працює кучером.;כבר שנים שקיירה עובדת כעגלונית.;0-0 1-1 1-2 2-4 3-3 4-5 5-6;0-0 1-2 2-4 3-3 4-5 5-2 5-6;0-4 1-5 2-1 3-0 4-2 5-3 5-5;0-0 1-1 2-2 3-3 4-4 5-4 5-5;0-1 1-2 2-4 3-3 4-4 5-5;0-1 1-2 2-4 3-3 4-4 5-5;0-0 1-1 2-3 3-2 4-4 5-4;[4, 5];como cochero.;années, comme cocher.;come cocchiere anni.;كسائق عربة.;работает извозчиком.;працює кучером.;כעגלונית.;MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
6;48;Kutscherin;113;FEMININE;5;;Fachkraefte;none;none;none;none;none;none;none;none;Kayra;n;Seit Jahren arbeitet Kayra als Kutscherin.;Desde hace años, Kayra trabaja como cochera.;Depuis des années, Kayra travaille comme cocher.;Kayra lavora da anni come cocchiera.;منذ سنوات تعمل كايرا كعربة.;Много лет Кайра работает кучером.;Вже багато років Кайра працює візницею.;כבר שנים שקירה עובדת כנהגת כרכרה.;0-0 1-1 1-2 2-4 3-3 4-5 5-6;0-0 1-2 2-2 2-4 3-3 4-5 5-6;0-2 1-3 2-1 3-0 4-4 5-5;0-0 1-1 2-2 3-3 4-4 5-4;0-0 1-1 2-3 3-2 4-3 5-4;0-1 1-2 2-4 3-3 4-5 5-5;0-0 1-1 1-2 2-3 3-2 4-4 5-3 5-4 5-5;[4, 5];como cochera.;comme cocher.;come cocchiera.;كعربة.;работает кучером.;візницею.;עובדת כנהגת כרכרה.;FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
6;48;Kutscherin;113;FEMININE;5;;Fachkraefte;none;none;none;none;none;none;none;none;Emma;FEMININE;Seit Jahren arbeitet Emma als Kutscherin.;Desde hace años, Emma trabaja como cochera.;Depuis des années, Emma travaille comme cocher.;Da anni Emma lavora come cocchiera.;لسنوات عملت إيما كسائقة عربات.;Эмма уже много лет работает кучером.;Впродовж багатьох років Емма працює візницею.;זה שנים רבות שאמה עובדת כעגלונית.;0-0 1-1 1-2 2-2 2-4 3-3 4-5 5-6;0-0 1-1 1-2 2-2 2-4 3-3 4-5 5-6;0-0 1-1 2-3 3-2 4-4 5-5;0-0 1-0 2-1 3-1 3-2 4-3 5-3 5-4;0-2 1-3 2-4 3-0 4-4 5-5;0-1 1-2 2-4 3-3 4-5 5-5;0-0 1-1 2-4 3-3 4-5 5-4 5-5;[4, 5];como cochera.;comme cocher.;come cocchiera.;كسائقة عربات.;работает кучером.;візницею.;עובדת כעגלונית.;FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
5;38;Fischer;114;MASCULINE;1;;Fachkraefte;Ehemann;romantic;MASCULINE;4;;none;none;none;none;none;Der Fischer küsst seinen Ehemann.;El pescador besa a su esposo.;Le pêcheur embrasse son mari.;Il pescatore bacia suo marito.;يقبّل الصياد زوجَه.;Рыбак целует своего мужа.;Рибалка цілує свого чоловіка.;הדייג מנשק את בעלו.;0-0 1-1 2-2 3-3 3-4 4-5;0-0 1-1 2-2 3-3 4-4;0-0 1-1 2-2 3-3 4-4;0-0 1-1 2-0 3-2 4-2;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;[0, 1];El pescador;Le pêcheur;Il pescatore;يقبّل الصياد;Рыбак;Рибалка;הדייג;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE']
5;38;Fischer;114;MASCULINE;1;;Fachkraefte;Ehefrau;romantic;FEMININE;4;;none;none;none;none;none;Der Fischer küsst seine Ehefrau.;El pescador besa a su esposa.;Le pêcheur embrasse sa femme.;Il pescatore bacia sua moglie.;الصياد يقبّل زوجته.;Рыбак целует свою жену.;Рибалка цілує свою дружину.;הדייג מנשק את אשתו.;0-0 1-1 2-2 3-3 3-4 4-5;0-0 1-1 2-2 3-3 4-4;0-0 1-1 2-2 3-3 4-4;0-0 1-0 2-1 3-2 4-2;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;[0, 1];El pescador;Le pêcheur;Il pescatore;الصياد;Рыбак;Рибалка;הדייג;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE']
5;38;Fischerin;114;FEMININE;1;;Fachkraefte;Ehemann;romantic;MASCULINE;4;;none;none;none;none;none;Die Fischerin küsst ihren Ehemann.;La pescadora besa a su esposo.;La pêcheuse embrasse son mari.;La pescatrice bacia suo marito.;تقبل الصيادة زوجها.;Рыбачка целует своего мужа.;Рибачка цілує свого чоловіка.;הדייגת מנשקת את בעלה.;0-0 1-1 2-2 3-3 3-4 4-5;0-0 1-1 2-2 3-3 4-4;0-0 1-1 2-2 3-3 4-4;0-0 1-1 1-2 2-0 4-2;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;[0, 1];La pescadora;La pêcheuse;La pescatrice;تقبل الصيادة زوجها.;Рыбачка;Рибачка;הדייגת;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
5;38;Fischerin;114;FEMININE;1;;Fachkraefte;Ehefrau;romantic;FEMININE;4;;none;none;none;none;none;Die Fischerin küsst ihre Ehefrau.;La pescadora besa a su esposa.;La pêcheuse embrasse sa femme.;La pescatrice bacia sua moglie.;تُقبّل الصيادة زوجتها.;Рыбачка целует свою жену.;Рибалка цілує свою дружину.;הדייגת מנשקת את אשתה.;0-0 1-1 2-2 3-3 3-4 4-5;0-0 1-1 2-2 3-3 4-4;0-0 1-1 2-2 3-3 4-4;0-0 1-1 2-0 3-2 4-2;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;0-0 1-0 2-1 3-2 4-3;[0, 1];La pescadora;La pêcheuse;La pescatrice;تُقبّل الصيادة;Рыбачка;Рибалка;הדייגת;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
6;45;Fischer;114;MASCULINE;3;;Fachkraefte;none;none;none;none;none;none;none;none;Leon;MASCULINE;Leon wurde kürzlich Fischer.;León se convirtió recientemente en pescador.;Léon est récemment devenu pêcheur.;Leon è diventato pescatore di recente.;ليون أصبح صيادًا مؤخرًا.;Леон недавно стал рыболовом.;Леон нещодавно став рибалкою.;לאון הפך לאחרונה לדייג.;0-0 1-2 2-1 2-3 3-5;0-0 1-1 2-2 3-4;0-0 1-2 2-1 2-5 3-3 3-5;0-0 1-1 2-3 3-2 3-3;0-0 1-2 2-1 3-3;0-0 1-2 2-1 3-3;0-0 1-1 1-3 2-2 3-3;[2, 3];se recientemente pescador.;récemment pêcheur.;è pescatore recente.;صيادًا مؤخرًا.;недавно рыболовом.;нещодавно рибалкою.;לאחרונה לדייג.;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
6;45;Fischer;114;MASCULINE;3;;Fachkraefte;none;none;none;none;none;none;none;none;Bente;n;Bente wurde kürzlich Fischer.;Bente se convirtió recientemente en pescador.;Bente est récemment devenu pêcheur.;Bente è diventato pescatore di recente.;أصبحت بينته صيادةً مؤخرًا.;Бенте недавно стал рыбаком.;Бенте нещодавно стала рибалкою.;בנטה הפכה לאחרונה לדייגת.;0-0 1-1 2-3 3-5;0-0 1-1 2-2 3-4;0-0 1-2 2-5 3-3 3-5;0-1 1-0 2-2 2-3 3-2 3-3;0-0 1-2 2-1 3-3;0-0 1-2 2-1 3-3;0-0 1-1 2-2 3-3;[2, 3];recientemente pescador.;récemment pêcheur.;pescatore recente.;صيادةً مؤخرًا.;недавно рыбаком.;нещодавно рибалкою.;לאחרונה לדייגת.;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
6;45;Fischerin;114;FEMININE;3;;Fachkraefte;none;none;none;none;none;none;none;none;Bente;n;Bente wurde kürzlich Fischerin.;Bente se convirtió recientemente en pescadora.;Bente est récemment devenue pêcheuse.;Bente è diventata recentemente pescatrice.;أصبحت بينتي صيادةً مؤخرًا.;Бенте недавно стала рыбачкой.;Бенте нещодавно стала рибалкою.;בנטה הפכה לאחרונה לדייגת.;0-0 1-1 2-4 3-5;0-0 1-1 2-2 2-3 3-4;0-0 1-2 2-2 2-3 3-4;0-1 1-0 2-3 3-2 3-3;0-0 1-2 2-1 3-3;0-0 1-2 2-1 3-3;0-0 1-1 2-2 3-3;[2, 3];en pescadora.;récemment devenue pêcheuse.;diventata recentemente pescatrice.;صيادةً مؤخرًا.;недавно рыбачкой.;нещодавно рибалкою.;לאחרונה לדייגת.;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
6;45;Fischerin;114;FEMININE;3;;Fachkraefte;none;none;none;none;none;none;none;none;Sophia;FEMININE;Sophia wurde kürzlich Fischerin.;Sophia se convirtió recientemente en pescadora.;Sophia est récemment devenue pêcheuse.;Sophia è diventata recentemente pescatrice.;صوفيّا أصبحت مؤخرًا صيّادة.;София недавно стала рыбачкой.;Софія нещодавно стала рибалкою.;סופיה הפכה לאחרונה לדייגת.;0-0 1-2 2-1 2-4 3-5;0-0 1-1 2-2 2-3 3-4;0-0 1-2 2-2 2-3 3-4;0-0 1-1 2-2 3-3;0-0 1-2 2-1 3-3;0-0 1-2 2-1 3-3;0-0 1-1 2-2 3-3;[2, 3];se en pescadora.;récemment devenue pêcheuse.;diventata recentemente pescatrice.;مؤخرًا صيّادة.;недавно рыбачкой.;нещодавно рибалкою.;לאחרונה לדייגת.;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
5;40;Tierpfleger;115;MASCULINE;1;;Fachkraefte;Ehemann;romantic;MASCULINE;4;;none;none;none;none;none;Der Tierpfleger schreibt seinem Ehemann einen Liebesbrief.;El cuidador de animales le escribe una carta de amor a su esposo.;Le gardien d'animaux écrit une lettre d'amour à son mari.;Il custode dello zoo scrive una lettera d'amore a suo marito.;يكتب الحارس لزوجته رسالة حب.;Смотритель зоопарка пишет своему мужу любовное письмо.;Доглядач за тваринами пише своєму чоловіку любовного листа.;שומר החיות כותב לבעלו מכתב אהבה.;0-0 1-1 1-2 1-3 2-4 2-5 3-11 4-12 5-6 6-7 6-8 6-9 6-12;0-0 1-1 1-2 2-3 3-8 4-9 5-4 6-5 6-6 6-7 6-9;0-0 0-2 1-1 1-3 2-4 3-9 4-10 5-5 6-6 6-7 6-8 6-10;0-1 1-1 2-0 3-2 4-2 5-3 6-4;0-0 1-0 1-1 2-2 3-3 3-4 4-4 5-5 6-5 6-6;0-0 1-0 1-2 2-3 3-4 4-5 5-6 6-6 6-7;0-0 1-0 1-1 2-2 3-3 4-3 5-4 6-4 6-5;[0, 1];El cuidador de animales;Le gardien d'animaux;Il custode dello zoo;الحارس;Смотритель зоопарка;Доглядач тваринами;שומר החיות;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
5;40;Tierpfleger;115;MASCULINE;1;;Fachkraefte;Ehefrau;romantic;FEMININE;4;;none;none;none;none;none;Der Tierpfleger schreibt seiner Ehefrau einen Liebesbrief.;El cuidador de animales le escribe una carta de amor a su esposa.;Le gardien écrit une lettre d'amour à sa femme.;Il guardiano dello zoo scrive una lettera d'amore a sua moglie.;كتب حارس الحديقة رسالة حب لزوجته.;Дрессировщик животных пишет своей жене любовное письмо.;Доглядач тварин пише своїй дружині листа з любов'ю.;המטפל בבעלי החיים כותב לאשתו מכתב אהבה.;0-0 1-1 1-2 1-3 2-4 2-5 3-11 4-12 5-6 6-7 6-8 6-9 6-12;0-0 1-1 2-2 3-7 4-8 5-3 6-4 6-5 6-6 6-8;0-0 0-2 1-1 1-3 2-4 3-9 4-10 5-5 6-6 6-7 6-8 6-10;0-1 1-1 2-0 3-5 4-5 5-3 6-4 6-5;0-0 1-0 1-1 2-2 3-3 4-4 5-5 6-5 6-6;0-0 1-0 1-1 2-2 3-3 4-4 5-5 6-7;0-0 1-0 1-2 2-3 3-4 4-4 5-5 6-3 6-6;[0, 1];El cuidador de animales;Le gardien;Il guardiano dello zoo;حارس;Дрессировщик животных;Доглядач тварин;המטפל החיים;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE']
5;40;Tierpflegerin;115;FEMININE;1;;Fachkraefte;Ehemann;romantic;MASCULINE;4;;none;none;none;none;none;Die Tierpflegerin schreibt ihrem Ehemann einen Liebesbrief.;La cuidadora de animales le escribe una carta de amor a su esposo.;La gardienne d'animaux écrit une lettre d'amour à son mari.;La custode degli animali scrive una lettera d'amore a suo marito.;تكتب حارسة الحيوانات رسالة حب لزوجها.;Дрессировщица пишет своему мужу любовное письмо.;Доглядачка за тваринами пише своєму чоловіку любовного листа.;אשת צוות החיות כותבת לבעלה מכתב אהבה.;0-0 1-1 1-2 1-3 2-4 2-5 3-11 4-12 5-6 6-7 6-8 6-9 6-12;0-0 1-1 1-2 2-3 3-8 4-9 5-4 6-5 6-6 6-7 6-9;0-0 1-1 1-3 2-4 3-9 4-10 5-5 6-6 6-7 6-8 6-10;0-1 1-1 1-2 1-5 2-0 3-5 4-5 5-3 6-4 6-5;0-0 1-0 2-1 3-2 4-3 5-4 6-4 6-5;0-0 1-0 1-2 2-3 3-4 4-5 5-6 6-6 6-7;0-0 1-0 1-1 1-2 2-3 3-4 4-4 5-5 6-5 6-6;[0, 1];La cuidadora de animales;La gardienne d'animaux;La custode animali;حارسة الحيوانات لزوجها.;Дрессировщица;Доглядачка тваринами;אשת צוות החיות;FEMININE;['FEMININE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
